article_id,newspaper,year_window,search_term,title,article_url,section,published_date,updated_date,image_count
guardian_7a239b83e4,The Guardian,2021,"""carbon budget""",Revealed: business secretary accepted donations from fossil fuel investors,https://www.theguardian.com/politics/2021/jan/14/revealed-business-secretary-kwasi-kwarteng-accepted-donations-fossil-fuel-investors,Politics,2021-01-14,2021-08-25,1
guardian_58e9f8690e,The Guardian,2021,IPCC,Fewer than one in 10 police officers fired after gross misconduct finding,https://www.theguardian.com/uk-news/2021/jan/18/fewer-than-one-in-10-police-officers-fired-after-gross-misconduct-finding,UK news,2021-01-18,2021-01-18,1
guardian_5569340672,The Guardian,2021,"""carbon budget""","Australia needs to cut emissions by at least 50% by 2030 to meet Paris goals, experts say",https://www.theguardian.com/australia-news/2021/jan/28/australia-needs-to-cut-emissions-by-at-least-50-by-2030-to-meet-paris-goals-experts-say,Australia news,2021-01-27,2021-08-25,1
guardian_e353f03d05,The Guardian,2021,"""carbon budget""",Green groups raise concerns over Carney carbon credits plan,https://www.theguardian.com/environment/2021/jan/27/green-groups-raise-concerns-over-carney-carbon-credits-plan,Environment,2021-01-27,2025-03-11,1
guardian_05808fd34c,The Guardian,2021,"""carbon budget""","Morning mail: PM evades Kelly questions, Trump's defence scramble, Labor media blitz",https://www.theguardian.com/australia-news/2021/feb/02/morning-mail-pm-evades-kelly-questions-trumps-defence-scramble-labor-media-blitz,Australia news,2021-02-01,2021-02-01,2
guardian_cd90aef2da,The Guardian,2021,"""carbon budget""",Australia needs to stop thinking that setting a target of zero emissions by 2050 is good enough,https://www.theguardian.com/business/grogonomics/2021/feb/02/australia-needs-to-stop-thinking-that-setting-a-target-of-zero-emissions-by-2050-is-good-enough,Business,2021-02-01,2021-08-25,1
guardian_4debeec74f,The Guardian,2021,"""sea level rise""","Sea level rise could be worse than feared, warn researchers",https://www.theguardian.com/environment/2021/feb/02/sea-level-rise-could-be-worse-than-feared-warn-researchers,Environment,2021-02-02,2021-08-25,1
guardian_943a78ffad,The Guardian,2021,IPCC,Anthony Grainger family to continue legal fight over fatal shooting by police,https://www.theguardian.com/uk-news/2021/feb/04/anthony-grainger-family-to-continue-legal-fight-over-fatal-shooting-by-police,UK news,2021-02-04,2021-02-05,1
guardian_b59392e148,The Guardian,2021,IPCC,Australians should be worried about future emissions. To be told otherwise is absurd,https://www.theguardian.com/commentisfree/2021/feb/09/australians-should-be-worried-about-future-emissions-to-be-told-otherwise-is-absurd,Opinion,2021-02-09,2021-08-25,1
guardian_bd48c1cd95,The Guardian,2021,"""sea level rise""",Plan now for more beastly weather and coastal destruction,https://www.theguardian.com/uk-news/2021/feb/09/plan-now-for-more-beastly-weather-and-coastal-destruction,UK news,2021-02-09,2021-08-25,1
guardian_cd717d1a32,The Guardian,2021,"""sea level rise""",Weatherwatch: latest sea level rise forecast alarms scientists,https://www.theguardian.com/news/2021/feb/09/weatherwatch-latest-sea-level-rise-forecast-alarms-scientists,News,2021-02-09,2021-08-25,1
guardian_5245ff8930,The Guardian,2021,"""carbon budget""",Australia's climate policy is a mix of delusion and denial. We need to get real,https://www.theguardian.com/business/grogonomics/2021/feb/11/australias-climate-policy-is-a-mix-of-delusion-and-denial-we-need-to-get-real,Business,2021-02-10,2021-08-25,1
guardian_e1d348e1cb,The Guardian,2021,IPCC,The Weather Station: how climate grief inspired Tamara Lindeman's pop rebirth,https://www.theguardian.com/music/2021/feb/10/the-weather-station-tamara-lindeman-climate-grief,Music,2021-02-10,2021-08-25,1
guardian_c6c405e82b,The Guardian,2021,"""sea level rise""","To stop climate disaster, make ecocide an international crime. It's the only way",https://www.theguardian.com/commentisfree/2021/feb/24/climate-crisis-ecocide-international-crime,Opinion,2021-02-24,2021-08-25,1
guardian_e38fa5fe92,The Guardian,2021,"""carbon budget""",Cumbrian campaigners warn minister of legal action over coalmine,https://www.theguardian.com/uk-news/2021/feb/25/cumbrian-campaigners-warn-minister-of-legal-action-over-coalmine,UK news,2021-02-25,2021-09-08,1
guardian_f4f08cad9f,The Guardian,2021,"""sea level rise""","Atlantic Ocean circulation at weakest in a millennium, say scientists",https://www.theguardian.com/environment/2021/feb/25/atlantic-ocean-circulation-at-weakest-in-a-millennium-say-scientists,Environment,2021-02-25,2021-08-25,1
guardian_88e203d82f,The Guardian,2021,IPCC,Climatologist Michael E Mann: 'Good people fall victim to doomism. I do too sometimes',https://www.theguardian.com/environment/2021/feb/27/climatologist-michael-e-mann-doomism-climate-crisis-interview,Environment,2021-02-27,2021-08-25,1
guardian_d8380c3d4b,The Guardian,2021,"""sea level rise""",Miami Beach to cut back on famous palm trees over climate concerns,https://www.theguardian.com/us-news/2021/feb/28/miami-beach-palm-trees-climate-change-cool,US news,2021-02-28,2021-02-28,1
guardian_9adc18e89c,The Guardian,2021,"""sea level rise""",Blue carbon: how three Australian marine sites lock away 2bn tonnes of CO2,https://www.theguardian.com/environment/2021/mar/03/blue-carbon-how-three-australian-marine-sites-lock-away-2bn-tonnes-of-co2,Environment,2021-03-02,2021-08-25,1
guardian_c056f5b0ea,The Guardian,2021,"""sea level rise""",How can architecture help rather than harm blackness?,https://www.theguardian.com/artanddesign/2021/mar/02/architecture-blackness-in-america-moma-art,Art and design,2021-03-02,2022-10-19,2
guardian_6bcad8680b,The Guardian,2021,"""carbon budget""",International climate scientists join call to halt Leeds Bradford airport expansion,https://www.theguardian.com/environment/2021/mar/04/international-climate-scientists-join-call-to-halt-leeds-bradford-airport-expansion,Environment,2021-03-04,2021-08-25,2
guardian_a0946930af,The Guardian,2021,IPCC,Republicans used oil industry-backed study to criticize Deb Haaland,https://www.theguardian.com/us-news/2021/mar/04/republicans-used-oil-industry-backed-study-to-criticize-deb-haaland,US news,2021-03-04,2021-08-25,2
guardian_99110cf4cb,The Guardian,2021,"""carbon budget""",The Guardian view on Johnson's coalmine: political gain at planetary cost,https://www.theguardian.com/commentisfree/2021/mar/12/the-guardian-view-on-johnsons-coalmine-political-gain-at-planetary-cost,Opinion,2021-03-12,2021-03-12,1
guardian_d48bda2906,The Guardian,2021,"""sea level rise""",'A bold agenda': hopes rise for US climate change reversal as Deb Haaland sworn in,https://www.theguardian.com/environment/2021/mar/25/deb-haaland-us-interior-policy-climate-change,Environment,2021-03-25,2021-08-25,1
guardian_42e017b796,The Guardian,2021,"""carbon budget""",'Every choice matters': can we cling to hope of avoiding 1.5C heating?,https://www.theguardian.com/environment/2021/apr/03/every-choice-matters-can-we-cling-to-hope-of-avoiding-15c-heating,Environment,2021-04-02,2021-10-29,3
guardian_f162bd55d2,The Guardian,2021,"""sea level rise""",New York's outgoing climate tsar hopes Biden can help save city from sea rise,https://www.theguardian.com/us-news/2021/apr/02/new-york-climate-change-daniel-zarrilli,US news,2021-04-02,2021-08-25,2
guardian_9394bb07f5,The Guardian,2021,"""carbon budget""",Carbon emissions from England's roads plan '100 times greater than government claims',https://www.theguardian.com/environment/2021/apr/06/co2-from-englands-road-plan-up-to-100-times-more-than-dft-says,Environment,2021-04-06,2021-08-25,1
guardian_00a265001e,The Guardian,2021,"""sea level rise""",Lemurs and giant tortoises among species at risk if global heating hits 3C,https://www.theguardian.com/environment/2021/apr/09/lemurs-and-giant-tortoises-among-species-at-risk-if-global-warming-reaches-3c,Environment,2021-04-09,2021-10-29,1
guardian_3bc414fcc9,The Guardian,2021,"""sea level rise""","Living near a US toxic waste site could shave a year off your life, study finds",https://www.theguardian.com/us-news/2021/apr/13/superfund-site-hazardous-waste-americas-dirty-divide,US news,2021-04-13,2021-04-13,2
guardian_3f76efc617,The Guardian,2021,"""carbon budget""",Report claiming global temperature rise will top 1.5C by 2030s divides scientists,https://www.theguardian.com/environment/2021/apr/15/report-claiming-global-temperature-rise-will-top-15c-by-2030s-divides-scientists,Environment,2021-04-14,2021-08-25,1
guardian_89e8527d5c,The Guardian,2021,"""carbon budget""",China ‘must shut 600 coal-fired plants’ to hit climate target,https://www.theguardian.com/world/2021/apr/15/china-must-shut-600-coal-fired-plants-to-hit-climate-target,World news,2021-04-14,2021-08-25,1
guardian_dfb250a9f1,The Guardian,2021,"""sea level rise""",Health authorities investigate death of NSW woman after vaccination – as it happened,https://www.theguardian.com/australia-news/live/2021/apr/15/australia-news-live-queensland-restrictions-labor-indigenous-incarceration-christine-holgate-keneally-dutton-scott-morrison-coronavirus-vaccine-pfizer-astrazeneca,Australia news,2021-04-14,2022-05-24,2
