article_id,newspaper,year_window,search_term,title,article_url,section,published_date,updated_date,image_count
guardian_5e99fc4dd2,The Guardian,2018,"""global temperature""",Keep global warming under 1.5C or 'quarter of planet could become arid',https://www.theguardian.com/science/2018/jan/02/keep-global-warming-under-15c-or-quarter-of-planet-could-become-arid,Science,2018-01-02,2021-08-25,1
guardian_624e968a53,The Guardian,2018,IPCC,The Guardian view on John Worboys’ release: verdict on a system in crisis,https://www.theguardian.com/commentisfree/2018/jan/05/the-guardian-view-on-john-worboys-release-verdict-on-a-system-in-crisis,Opinion,2018-01-05,2018-01-08,1
guardian_c909782306,The Guardian,2018,IPCC,How the establishment failed victims of 'black-cab rapist' John Worboys,https://www.theguardian.com/uk-news/2018/jan/05/how-the-establishment-failed-victims-of-black-cab-rapist-john-worboys,UK news,2018-01-05,2018-01-17,1
guardian_a9bcc26b0c,The Guardian,2018,IPCC,IPCC concerned about rise in minority ethnic deaths following police restraint,https://www.theguardian.com/uk-news/2018/jan/07/ipcc-concerned-about-rise-in-ethnic-minority-deaths-following-police-restraint,UK news,2018-01-07,2018-01-11,1
guardian_6a24f75345,The Guardian,2018,IPCC,Woman was killed by ex-lover just days after police seized her phone,https://www.theguardian.com/uk-news/2018/jan/08/woman-was-killed-by-ex-lover-just-days-after-police-seized-her-phone,UK news,2018-01-08,2018-01-11,1
guardian_306ec0e062,The Guardian,2018,IPCC,"Spiral recap: season six, episodes one and two – the tale of the torso",https://www.theguardian.com/tv-and-radio/2018/jan/11/spiral-recap-season-six-episodes-one-and-two-the-tale-of-the-torso,Television & radio,2018-01-11,2018-01-12,2
guardian_db6aa66927,The Guardian,2018,IPCC,Met officers who wrongly arrested black man put through misconduct hearings,https://www.theguardian.com/uk-news/2018/jan/11/met-officers-who-wrongly-arrested-black-man-put-through-misconduct-hearings,UK news,2018-01-11,2018-01-11,1
guardian_e510f472a4,The Guardian,2018,IPCC,"Spiral recap: season six, episodes five and six - another day, another body",https://www.theguardian.com/tv-and-radio/2018/jan/13/spiral-recap-season-six-episodes-five-and-six-another-day-another-body,Television & radio,2018-01-13,2018-01-14,2
guardian_5f30ce5574,The Guardian,2018,IPCC,Poppi Worthington inquest verdict unlikely to lead to trial,https://www.theguardian.com/uk-news/2018/jan/15/poppi-worthington-inquest-verdict-unlikely-to-lead-to-trial,UK news,2018-01-15,2018-01-15,2
guardian_6698e0b418,The Guardian,2018,"""net zero""",Victoria may extend Yallourn coal licence despite zero-emissions pledge,https://www.theguardian.com/australia-news/2018/jan/15/victoria-may-extend-yallourn-coal-licence-despite-zero-emissions-pledge,Australia news,2018-01-15,2018-01-15,1
guardian_9efdaceb1e,The Guardian,2018,"""carbon budget""","Qantas worst airline operating across Pacific for CO2 emissions, analysis reveals",https://www.theguardian.com/business/2018/jan/17/qantas-worst-airline-operating-across-pacific-for-co2-emissions-analysis-reveals,Business,2018-01-16,2021-08-25,1
guardian_ac8cc9e588,The Guardian,2018,"""carbon budget""",Natural gas has role in UK energy mix,https://www.theguardian.com/environment/2018/jan/16/natural-gas-has-role-in-uk-energy-mix,Environment,2018-01-16,2018-02-14,1
guardian_1fda503431,The Guardian,2018,"""global temperature""","Donald Trump is hampering fight against climate change, WEF warns",https://www.theguardian.com/business/2018/jan/17/us-unilateralism-makes-tacking-climate-change-harder-wef-warns,Business,2018-01-17,2021-08-25,1
guardian_480cab43db,The Guardian,2018,"""global temperature""",2017 was the hottest year on record without El Niño boost,https://www.theguardian.com/environment/2018/jan/18/2017-was-the-hottest-year-on-record-without-el-nino-boost,Environment,2018-01-18,2021-08-25,1
guardian_2d1d5fc0f2,The Guardian,2018,IPCC,"As a former police officer, I’m deeply alarmed by the Rashan Charles ruling",https://www.theguardian.com/commentisfree/2018/jan/24/rashan-charles-decision-prosecute-police-officer-death-black-man,Opinion,2018-01-24,2018-01-25,1
guardian_a1e3c5bd9f,The Guardian,2018,"""sea level rise""","In 2017, the oceans were by far the hottest ever recorded",https://www.theguardian.com/environment/climate-consensus-97-per-cent/2018/jan/26/in-2017-the-oceans-were-by-far-the-hottest-ever-recorded,Environment,2018-01-26,2021-08-25,1
guardian_5f27c3847f,The Guardian,2018,IPCC,Police officer rebuked over Poppi Worthington case in line for top job,https://www.theguardian.com/uk-news/2018/jan/29/police-officer-rebuked-for-poppi-worthington-case-in-line-for-top-job,UK news,2018-01-29,2018-01-29,1
guardian_ddfe22d1bd,The Guardian,2018,"""global temperature""",Communicating the science is a much-needed step for UN climate panel,https://www.theguardian.com/environment/2018/jan/30/communicating-the-science-is-a-much-needed-step-for-un-climate-panel,Environment,2018-01-30,2021-08-25,1
guardian_513874a962,The Guardian,2018,"""global temperature""",Met Office warns of global temperature rise exceeding 1.5C limit,https://www.theguardian.com/science/2018/jan/31/met-office-warns-of-global-temperature-rise-exceeding-15c-limit,Science,2018-01-31,2021-08-25,1
guardian_bc113fbdcf,The Guardian,2018,IPCC,"Australian trees 'sweat' to survive extreme heatwaves, researchers reveal",https://www.theguardian.com/science/2018/jan/31/australian-trees-sweat-to-survive-extreme-heatwaves-researchers-reveal,Environment,2018-01-31,2021-08-25,1
guardian_25792cb711,The Guardian,2018,"""net zero""",‘Silver bullet’ to suck CO2 from air and halt climate change ruled out,https://www.theguardian.com/environment/2018/feb/01/silver-bullet-to-suck-co2-from-air-and-halt-climate-change-ruled-out,Environment,2018-02-01,2021-08-25,1
guardian_693247eda0,The Guardian,2018,"""sea level rise""",King tide driven by super blue blood moon inundates Torres Strait island,https://www.theguardian.com/australia-news/2018/feb/01/king-tide-driven-by-super-blue-blood-moon-inundates-torres-strait-island,Australia news,2018-02-01,2018-07-27,1
guardian_c3865da804,The Guardian,2018,"""sea level rise""","Polar bears could become extinct faster than was feared, study says",https://www.theguardian.com/us-news/2018/feb/01/polar-bears-climate-change,World news,2018-02-01,2018-02-02,2
guardian_c35f8b76e1,The Guardian,2018,"""net zero""",How Bill Gates aims to clean up the planet,https://www.theguardian.com/environment/2018/feb/04/carbon-emissions-negative-emissions-technologies-capture-storage-bill-gates,Environment,2018-02-04,2021-08-25,4
guardian_0979b67723,The Guardian,2018,"""sea level rise""",Cricket and golf join snowsports under threat from climate change,https://www.theguardian.com/sport/2018/feb/07/golf-cricket-snowsports-threat-climate-change,Sport,2018-02-07,2021-08-25,2
guardian_ca1aff012c,The Guardian,2018,"""global temperature""",I travelled 11 hours with my two-year-old to tell our leaders: stop Adani,https://www.theguardian.com/commentisfree/2018/feb/09/i-travelled-11-hours-with-my-two-year-old-to-tell-our-leaders-stop-adani,Opinion,2018-02-08,2021-08-25,1
guardian_bdb71052e9,The Guardian,2018,"""sea level rise""",The EPA debunked Administrator Pruitt’s latest climate misinformation,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2018/feb/12/the-epa-debunked-administrator-pruitts-latest-climate-misinformation,Environment,2018-02-12,2021-08-25,2
guardian_f893959b6a,The Guardian,2018,"""carbon budget""",Nice threads: the waste-based fibres cleaning up fashion,https://www.theguardian.com/business-to-business/2018/feb/12/nice-threads-the-waste-based-fibres-cleaning-up-fashion,Business to business,2018-02-12,2020-09-23,2
guardian_024e779392,The Guardian,2018,"""sea level rise""",Trump's infrastructure plan aims to sweep away 'inefficient' environmental reviews,https://www.theguardian.com/us-news/2018/feb/13/trump-infrastructure-plan-environmental-reviews,US news,2018-02-13,2021-01-07,1
guardian_4bc9628c6e,The Guardian,2018,IPCC,Owner of bull terrier that killed neighbour jailed for 10 years,https://www.theguardian.com/uk-news/2018/feb/13/owner-of-bull-terrier-that-killed-neighbour-jailed-for-10-years,UK news,2018-02-13,2018-02-13,2
guardian_000f3fa402,The Guardian,2018,IPCC,Police launch review of UK firearms operations,https://www.theguardian.com/uk-news/2018/feb/15/police-launch-review-of-uk-firearms-operations,UK news,2018-02-15,2018-02-15,1
guardian_49b5b9491b,The Guardian,2018,"""sea level rise""",Pollen data shows humans reversed natural global cooling,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2018/feb/19/pollen-data-shows-humans-reversed-natural-global-cooling,Environment,2018-02-19,2021-08-25,3
guardian_a1978c85c6,The Guardian,2018,"""sea level rise""",Climate change spells turbulent times ahead for air travel,https://www.theguardian.com/environment/2018/feb/19/climate-change-spells-turbulent-times-ahead-for-air-travel,Environment,2018-02-19,2021-08-25,2
guardian_61e7d92797,The Guardian,2018,"""sea level rise""",Scientists race to explore Antarctic marine life revealed by giant iceberg,https://www.theguardian.com/environment/2018/feb/20/scientists-race-to-explore-antarctic-marine-life-revealed-by-giant-iceberg,Environment,2018-02-20,2021-08-25,1
guardian_8b13b3f533,The Guardian,2018,"""global temperature""",Climate change 'will push European cities towards breaking point',https://www.theguardian.com/environment/2018/feb/21/climate-change-will-push-european-cities-towards-breaking-point,Environment,2018-02-21,2021-08-25,2
guardian_e07b65ac2e,The Guardian,2018,"""sea level rise""",Scientists have detected an acceleration in sea level rise,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2018/feb/27/scientists-have-detected-an-acceleration-in-sea-level-rise,Environment,2018-02-27,2021-08-25,2
guardian_15ac5f754f,The Guardian,2018,"""sea level rise""",Actions today will decide Antarctic ice sheet loss and sea level rise,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2018/mar/01/decisions-today-will-decide-antarctic-ice-sheet-loss-and-sea-level-rise,Environment,2018-03-01,2021-08-25,4
guardian_ac5339aa45,The Guardian,2018,"""sea level rise""",The Guardian view on snow and ice: it’s too cold here but too warm in the Arctic,https://www.theguardian.com/commentisfree/2018/mar/01/the-guardian-view-on-snow-and-ice-its-too-cold-here-but-too-warm-in-the-arctic,Opinion,2018-03-01,2021-08-25,1
