article_id,newspaper,year_window,search_term,title,article_url,section,published_date,updated_date,image_count
guardian_ee8a132b96,The Guardian,2023,"""carbon budget""",Revealed: Exxon made ‘breathtakingly’ accurate climate predictions in 1970s and 80s,https://www.theguardian.com/business/2023/jan/12/exxon-climate-change-global-warming-research,Business,2023-01-12,2023-01-16,2
guardian_591ced97d8,The Guardian,2023,IPCC,Labour calls for Nadhim Zahawi to be sacked after latest tax revelations – as it happened,https://www.theguardian.com/politics/live/2023/jan/20/levelling-up-yougov-poll-britain-rishi-sunak-conservatives-uk-politics-latest,Politics,2023-01-20,2023-01-20,3
guardian_0eb44286f1,The Guardian,2023,"""carbon budget""",Trend to mend: cost of living crisis puts darning back in vogue,https://www.theguardian.com/business/2023/jan/21/trend-to-mend-cost-of-living-crisis-puts-darning-back-in-vogue,Business,2023-01-21,2023-01-21,5
guardian_b05a1b8e75,The Guardian,2023,"""carbon budget""",New alcohol restrictions for Alice Springs amid law and order crisis – as it happened,https://www.theguardian.com/australia-news/live/2023/jan/24/australia-news-live-albanese-nt-leader-to-alice-amid-crisis-victoria-nsw-qld-labor-politics-indigenous-voice-dutton-melbourne-sydney,Australia news,2023-01-23,2023-01-24,0
guardian_a7838dd14e,The Guardian,2023,IPCC,"Earth is on track to exceed 1.5C warming in the next decade, study using AI finds",https://www.theguardian.com/environment/2023/jan/30/climate-crisis-global-heating-artificial-intelligence,Environment,2023-01-30,2023-02-01,1
guardian_eb73aebcaa,The Guardian,2023,IPCC,Jordan Peterson’s ‘zombie’ climate contrarianism follows a well-worn path,https://www.theguardian.com/environment/commentisfree/2023/feb/02/jordan-petersons-zombie-climate-contrarianism-follows-a-well-worn-path,Environment,2023-02-01,2023-02-02,1
guardian_ab084e616e,The Guardian,2023,IPCC,Pursuing economic growth will kill us all in the end,https://www.theguardian.com/environment/2023/feb/02/pursuing-economic-growth-will-kill-us-all-in-the-end,Environment,2023-02-02,2023-02-02,1
guardian_24ab40b0b0,The Guardian,2023,"""carbon budget""",Tanya Plibersek blocks Clive Palmer’s proposed coalmine – as it happened,https://www.theguardian.com/australia-news/live/2023/feb/08/australia-politics-live-parliament-code-of-conduct-anthony-albanese-peter-dutton-bullying-workplace-indigenous-voice-safeguard-mechanism-emissions-interest-rates-reserve-bank-jim-chalmers,Australia news,2023-02-07,2023-02-08,5
guardian_accc3eaac3,The Guardian,2023,"""carbon budget""",Major plug-in hybrid cars pollute more than official measures suggest,https://www.theguardian.com/environment/2023/feb/08/major-plug-in-hybrid-cars-pollute-more-than-official-measures-suggest,Environment,2023-02-08,2023-02-08,1
guardian_c5b16832c6,The Guardian,2023,IPCC,Woodside claims its emissions are falling – but only by using the ‘last resort’ of offsets,https://www.theguardian.com/environment/commentisfree/2023/mar/02/woodside-claims-its-emissions-are-falling-but-only-by-using-the-last-resort-of-offsets,Environment,2023-03-01,2023-03-02,2
guardian_ffcd717ae1,The Guardian,2023,IPCC,"CO2 emissions may be starting to plateau, says global energy watchdog",https://www.theguardian.com/environment/2023/mar/02/co2-emissions-may-be-starting-to-plateau-global-energy-watchdog-iea,Environment,2023-03-02,2023-03-03,1
guardian_8fde981540,The Guardian,2023,IPCC,"‘I warned the FBI about this guy Osama bin Laden’: the people who predicted disasters, from the 2008 crash to Covid",https://www.theguardian.com/lifeandstyle/2023/mar/04/i-warned-the-fbi-about-this-guy-osama-bin-laden-the-people-who-predicted-disasters-from-the-2008-crash-to-covid,Life and style,2023-03-04,2023-03-04,1
guardian_b56630ce71,The Guardian,2023,IPCC,The existential question for climate activists: have disruption tactics stopped working?,https://www.theguardian.com/commentisfree/2023/mar/06/british-eco-activists-disruption-extinction-rebellion,Opinion,2023-03-06,2023-03-07,3
guardian_f35f167939,The Guardian,2023,"""carbon budget""","Revealed: 1,000 super-emitting methane leaks risk triggering climate tipping points",https://www.theguardian.com/environment/2023/mar/06/revealed-1000-super-emitting-methane-leaks-risk-triggering-climate-tipping-points,Environment,2023-03-06,2023-03-06,4
guardian_80318661f2,The Guardian,2023,IPCC,Alaska’s Willow arctic drilling project is a climate turning-point. Biden must say no,https://www.theguardian.com/us-news/commentisfree/2023/mar/13/biden-alaska-willow-project-oil-pipelines-climate-crisis,US news,2023-03-13,2023-03-14,1
guardian_d51e06ffb6,The Guardian,2023,"""carbon budget""",Crossbench push Albanese government for ‘absolute cap’ on carbon emissions,https://www.theguardian.com/australia-news/2023/mar/14/crossbench-push-albanese-government-for-absolute-cap-on-carbon-emissions,Australia news,2023-03-13,2025-03-12,1
guardian_9f1497aca0,The Guardian,2023,"""carbon budget""",What is the IPCC AR6 synthesis report and why does it matter?,https://www.theguardian.com/environment/2023/mar/19/what-is-the-ipcc-ar6-synthesis-report-and-why-does-it-matter,Environment,2023-03-19,2023-03-19,1
guardian_c7383dcd3f,The Guardian,2023,IPCC,Samoa PM urges world to save Pacific people from climate crisis obliteration,https://www.theguardian.com/environment/2023/mar/19/samoa-pm-fiame-naomi-mataafa-urges-world-to-save-pacific-people-from-climate-crisis-obliteration,Environment,2023-03-19,2023-03-19,2
guardian_01931801db,The Guardian,2023,IPCC,From climate change ‘certainty’ to rapid decline: a timeline of IPCC reports,https://www.theguardian.com/environment/2023/mar/20/from-climate-change-certainty-to-rapid-decline-a-timeline-of-ipcc-reports,Environment,2023-03-20,2023-03-20,6
guardian_0e31a478c2,The Guardian,2023,IPCC,The Guardian view on the IPCC warning: a last chance to save the planet,https://www.theguardian.com/commentisfree/2023/mar/20/the-guardian-view-on-the-ipcc-warning-a-last-chance-to-save-the-planet,Opinion,2023-03-20,2023-03-20,1
guardian_16d7bd7afc,The Guardian,2023,"""carbon budget""",Scientists deliver ‘final warning’ on climate crisis: act now or it’s too late,https://www.theguardian.com/environment/2023/mar/20/ipcc-climate-crisis-report-delivers-final-warning-on-15c,Environment,2023-03-20,2023-03-20,2
guardian_3460fd58c0,The Guardian,2023,IPCC,The Aukus deal is a crime against the world’s climate future. It didn’t have to be like this,https://www.theguardian.com/commentisfree/2023/mar/20/the-aukus-deal-is-a-against-the-worlds-climate-future-it-didnt-have-to-be-like-this,Opinion,2023-03-20,2023-03-20,1
guardian_52078af214,The Guardian,2023,IPCC,"Morning Mail: ‘Final warning’ on global climate, support for Aukus weakens, Xi meets Putin",https://www.theguardian.com/australia-news/2023/mar/21/morning-mail-final-warning-on-global-climate-support-for-aukus-weakens-xi-meets-putin,Australia news,2023-03-20,2023-03-20,7
guardian_65be0eba0f,The Guardian,2023,IPCC,Monday briefing: How TikTok became the centre of a geopolitical cybersecurity row,https://www.theguardian.com/world/2023/mar/20/monday-briefing-how-tiktok-became-the-centre-of-a-geopolitical-cybersecurity-row,World news,2023-03-20,2023-03-20,8
guardian_9a814ef83d,The Guardian,2023,"""carbon budget""",Humanity at the climate crossroads: highway to hell or a livable future?,https://www.theguardian.com/environment/2023/mar/20/humanity-at-climate-crossroads-highway-to-hell-or-a-livable-future,Environment,2023-03-20,2023-03-20,1
guardian_ad9edb0cce,The Guardian,2023,IPCC,PM condemns salutes at rally – as it happened,https://www.theguardian.com/australia-news/live/2023/mar/21/australia-politics-live-climate-change-global-warming-josh-wilson-aukus-nuclear-submarines-russia-china-xi-jinping-vaping-essential-poll-tiktok-social-media,Australia news,2023-03-20,2023-03-21,2
guardian_cef4d0fef5,The Guardian,2023,"""carbon budget""","World can still avoid worst of climate collapse with genuine change, IPCC says",https://www.theguardian.com/environment/2023/mar/20/ipcc-says-world-can-avoid-worst-of-climate-breakdown-if-it-acts-now,Environment,2023-03-20,2023-03-21,3
guardian_e864ef1638,The Guardian,2023,IPCC,"As Pacific islanders, we bear the brunt of the climate crisis. The time to end fossil fuel dependence is now",https://www.theguardian.com/commentisfree/2023/mar/20/pacific-islanders-climate-crisis-fossil-fuels-ipcc-report-catastrophe,Opinion,2023-03-20,2023-03-21,1
guardian_f340dc6581,The Guardian,2023,IPCC,Commons privileges committee suggests it won’t publish Boris Johnson Partygate defence dossier today – as it happened,https://www.theguardian.com/politics/live/2023/mar/20/boris-johnson-dossier-privileges-committee-partygate-inquiry-tories-labour-uk-politics-live,Politics,2023-03-20,2023-03-21,1
guardian_1f966aa387,The Guardian,2023,IPCC,The IPCC’s climate report has drawn the battle lines for Cop28: oil profits or a livable future,https://www.theguardian.com/commentisfree/2023/mar/21/ipcc-climate-report-cop28-oil-profits-fossil-fuels-un-climate-talks-scientists,Opinion,2023-03-21,2023-03-21,1
guardian_6b8d90089b,The Guardian,2023,IPCC,Voice referendum question and constitutional amendment could come tomorrow – as it happened,https://www.theguardian.com/australia-news/live/2023/mar/22/australia-politics-live-voice-referendum-labor-coalition-albanese-dutton-aukus-defence-submarines-economy-health-housing-interest-rates-vic-qld-nsw-election,Australia news,2023-03-21,2023-03-22,1
guardian_b3ce66e337,The Guardian,2023,IPCC,First Thing: Missouri to limit gender-affirming care for minors,https://www.theguardian.com/us-news/2023/mar/21/first-thing-missouri-limit-gender-affirming-care-for-minors,US news,2023-03-21,2023-03-21,9
guardian_be28dc8fba,The Guardian,2023,IPCC,"The latest IPCC report makes it clear no new fossil fuel projects can be opened. That includes us, Australia",https://www.theguardian.com/commentisfree/2023/mar/21/the-latest-ipcc-report-makes-it-clear-no-new-fossil-fuel-projects-can-be-opened-that-includes-us-australia,Environment,2023-03-21,2024-08-06,1
guardian_da76082e12,The Guardian,2023,IPCC,Tuesday briefing: Breaking down the damning new 300-page report into the Met Police’s failures,https://www.theguardian.com/world/2023/mar/21/first-edition-met-police-casey-report,World news,2023-03-21,2023-03-21,9
guardian_ec16002196,The Guardian,2023,IPCC,Eight things the world must do to avoid the worst of climate change,https://www.theguardian.com/environment/2023/mar/21/methane-to-food-waste-eight-ways-to-attempt-to-stay-within-15c,Environment,2023-03-21,2023-03-22,9
guardian_794327c656,The Guardian,2023,IPCC,Chalmers warns of funding ‘traps’ in budget preview – as it happened,https://www.theguardian.com/australia-news/live/2023/mar/23/australia-politics-live-voice-referendum-wording-expected-this-morning-etihad-could-face-action-on-greenwashing-anthony-albanese-peter-dutton-indigenous-canberra-parliament,Australia news,2023-03-22,2023-03-23,1
guardian_a77b835000,The Guardian,2023,IPCC,Bob Brown renounces Australian Conservation Foundation life membership over Labor’s climate policy,https://www.theguardian.com/australia-news/2023/mar/22/bob-brown-renounces-acf-australian-conservation-foundation-life-membership,Australia news,2023-03-22,2023-03-22,1
guardian_18eb4b10c8,The Guardian,2023,IPCC,UN conference hears litany of water disasters linked to climate crisis,https://www.theguardian.com/environment/2023/mar/23/water-un-conference-climate-crisis-disasters,Environment,2023-03-23,2023-03-24,2
guardian_ad3d5f0854,The Guardian,2023,IPCC,"Morning Mail: Vaping ‘health emergency’, World Athletics trans ban, TikTok grilled in Washington",https://www.theguardian.com/australia-news/2023/mar/24/morning-mail-vaping-health-emergency-world-athletics-trans-ban-tiktok-grilled-in-washington,Australia news,2023-03-23,2023-03-24,7
guardian_617fa22e44,The Guardian,2023,"""carbon budget""",Forget geoengineering. We need to stop burning fossil fuels. Right now,https://www.theguardian.com/commentisfree/2023/mar/24/ipcc-report-we-must-stop-burning-fossil-fuels,Opinion,2023-03-24,2023-03-25,1
guardian_8e6c79bec0,The Guardian,2023,IPCC,Afternoon Update: Ken Wyatt warns Liberals on opposing voice; NSW election race wraps up; and ‘city killer’ asteroid to pass us by,https://www.theguardian.com/australia-news/2023/mar/24/afternoon-update-ken-wyatt-warns-liberals-on-opposing-voice-nsw-election-race-wraps-up-city-killer-asteroid-to-pass-us-by,Australia news,2023-03-24,2023-03-24,9
guardian_a39b906f22,The Guardian,2023,IPCC,"Five Great Reads: shoebox living, getting your gut right and rhyming Cortina with vacuum cleaner",https://www.theguardian.com/australia-news/2023/mar/25/five-great-reads-shoebox-living-getting-your-gut-right-and-rhyming-cortina-with-vacuum-cleaner,Australia news,2023-03-24,2023-03-24,4
guardian_ed989d3c00,The Guardian,2023,"""sea level rise""","A favourite reef, a beloved atoll: Marshall Islands parents name children after vanishing landmarks",https://www.theguardian.com/world/2023/mar/25/a-favourite-reef-a-beloved-atoll-marshall-islands-parents-name-children-after-vanishing-landmarks,World news,2023-03-24,2023-03-24,5
guardian_a579ad71a4,The Guardian,2023,IPCC,There’s no greater feminist cause than the climate fight – and saving each other,https://www.theguardian.com/commentisfree/2023/mar/26/climate-change-crisis-women-feminism-pakistan-floods,Opinion,2023-03-26,2023-03-26,2
guardian_d65112f66d,The Guardian,2023,IPCC,Dutton stays silent in question time – as it happened,https://www.theguardian.com/australia-news/live/2023/mar/27/australia-politics-live-john-howard-moira-deeming-anthony-albanese-chris-minns-new-south-wales-election-peter-dutton-safeguard-mechanism-greens-adam-bandt-vic-qld,Australia news,2023-03-26,2023-03-28,2
guardian_47c81ef397,The Guardian,2023,"""carbon budget""",National reconstruction fund secures crossbench support – as it happened,https://www.theguardian.com/australia-news/live/2023/mar/28/australia-politics-live-labor-anthony-albanese-housing-future-fund-senate-greens-pocock-nsw-election-minority-chris-minns-climate-gas-bandt-bowen-safeguard,Australia news,2023-03-27,2023-03-28,1
