action,reason,source_path,kept_path,date,image_index,format,width,height
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-02_guardian_c5476de100_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-02_guardian_c5476de100_img02.jpg,2019-12-02,2,JPEG,445,445
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-18_guardian_9c49b7e308_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-18_guardian_9c49b7e308_img02.jpg,2019-12-18,2,JPEG,465,160
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-18_guardian_51d91d8bf8_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-18_guardian_51d91d8bf8_img03.jpg,2019-12-18,3,JPEG,465,381
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-18_guardian_9c49b7e308_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-18_guardian_9c49b7e308_img04.jpg,2019-12-18,4,JPEG,465,300
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-20_guardian_a8342226b7_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-20_guardian_a8342226b7_img01.jpg,2019-12-20,1,JPEG,465,275
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-20_guardian_a8342226b7_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-20_guardian_a8342226b7_img02.jpg,2019-12-20,2,JPEG,465,182
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-20_guardian_a8342226b7_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-20_guardian_a8342226b7_img04.jpg,2019-12-20,4,JPEG,465,279
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-20_guardian_a8342226b7_img06.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-20_guardian_a8342226b7_img06.jpg,2019-12-20,6,JPEG,465,275
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-22_guardian_5306138647_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2019-12-22_guardian_5306138647_img02.jpg,2019-12-22,2,JPEG,465,248
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-02-10_guardian_ac45b260d8_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-02-10_guardian_ac45b260d8_img02.jpg,2020-02-10,2,JPEG,445,235
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-03-04_guardian_e568d20f09_img16.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-03-04_guardian_e568d20f09_img16.jpg,2020-03-04,16,JPEG,445,445
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-04-06_guardian_90dccf5722_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-04-06_guardian_90dccf5722_img03.jpg,2020-04-06,3,JPEG,445,316
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-05-12_guardian_e638f4beb5_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-05-12_guardian_e638f4beb5_img02.jpg,2020-05-12,2,JPEG,445,429
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-07-05_guardian_5d146f83cf_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-07-05_guardian_5d146f83cf_img01.jpg,2020-07-05,1,JPEG,465,279
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-10-27_guardian_06fffae5ff_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-10-27_guardian_06fffae5ff_img02.jpg,2020-10-27,2,JPEG,445,311
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-10-27_guardian_06fffae5ff_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-10-27_guardian_06fffae5ff_img03.jpg,2020-10-27,3,JPEG,445,318
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-12_guardian_ec3e7c5877_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-12_guardian_ec3e7c5877_img02.jpg,2020-11-12,2,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-12_guardian_ec3e7c5877_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-12_guardian_ec3e7c5877_img03.jpg,2020-11-12,3,JPEG,445,241
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-12_guardian_ec3e7c5877_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-12_guardian_ec3e7c5877_img04.jpg,2020-11-12,4,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-13_guardian_db5418ff97_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-13_guardian_db5418ff97_img03.jpg,2020-11-13,3,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-13_guardian_e3d7484e53_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-13_guardian_e3d7484e53_img04.jpg,2020-11-13,4,JPEG,445,295
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-16_guardian_53ca58b026_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-16_guardian_53ca58b026_img02.jpg,2020-11-16,2,JPEG,465,151
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-25_guardian_9cfa10e0b3_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-11-25_guardian_9cfa10e0b3_img01.jpg,2020-11-25,1,JPEG,465,242
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-09_guardian_95c79e0bdb_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-09_guardian_95c79e0bdb_img04.jpg,2020-12-09,4,JPEG,465,256
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-09_guardian_95c79e0bdb_img07.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-09_guardian_95c79e0bdb_img07.jpg,2020-12-09,7,JPEG,465,232
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-10_guardian_0189eb2b52_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-10_guardian_0189eb2b52_img01.jpg,2020-12-10,1,JPEG,465,356
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-30_guardian_01c11f478a_img06.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-30_guardian_01c11f478a_img06.jpg,2020-12-30,6,JPEG,445,237
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-30_guardian_01c11f478a_img10.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2020-12-30_guardian_01c11f478a_img10.jpg,2020-12-30,10,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img06.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img06.png,2021-04-29,6,PNG,234,192
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img07.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img07.png,2021-04-29,7,PNG,228,232
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img08.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img08.png,2021-04-29,8,PNG,228,232
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img09.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img09.png,2021-04-29,9,PNG,180,160
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img10.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img10.png,2021-04-29,10,PNG,180,160
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img11.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img11.png,2021-04-29,11,PNG,244,130
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img12.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img12.png,2021-04-29,12,PNG,244,130
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img24.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img24.png,2021-04-29,24,PNG,176,218
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img27.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img27.png,2021-04-29,27,PNG,202,184
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img28.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img28.png,2021-04-29,28,PNG,202,184
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img30.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img30.png,2021-04-29,30,PNG,276,214
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img34.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img34.png,2021-04-29,34,PNG,244,202
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img44.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img44.png,2021-04-29,44,PNG,258,162
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img57.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img57.png,2021-04-29,57,PNG,246,184
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img58.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img58.png,2021-04-29,58,PNG,246,184
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img66.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img66.png,2021-04-29,66,PNG,266,268
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img68.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img68.png,2021-04-29,68,PNG,302,218
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img72.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img72.png,2021-04-29,72,PNG,328,260
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img81.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img81.png,2021-04-29,81,PNG,234,254
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img82.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img82.png,2021-04-29,82,PNG,234,254
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img83.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img83.png,2021-04-29,83,PNG,218,290
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img84.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img84.png,2021-04-29,84,PNG,218,290
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img85.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img85.png,2021-04-29,85,PNG,304,244
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img86.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img86.png,2021-04-29,86,PNG,304,244
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img90.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img90.png,2021-04-29,90,PNG,302,338
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img91.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img91.png,2021-04-29,91,PNG,298,308
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img92.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img92.png,2021-04-29,92,PNG,298,308
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img100.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img100.png,2021-04-29,100,PNG,312,198
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img102.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img102.png,2021-04-29,102,PNG,254,378
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img105.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img105.png,2021-04-29,105,PNG,262,290
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img106.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img106.png,2021-04-29,106,PNG,262,290
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img111.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img111.png,2021-04-29,111,PNG,248,364
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img112.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img112.png,2021-04-29,112,PNG,248,364
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img113.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img113.png,2021-04-29,113,PNG,268,384
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img114.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img114.png,2021-04-29,114,PNG,268,384
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img117.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img117.png,2021-04-29,117,PNG,322,230
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img118.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img118.png,2021-04-29,118,PNG,322,230
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img123.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img123.png,2021-04-29,123,PNG,226,432
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img124.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img124.png,2021-04-29,124,PNG,226,432
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img125.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img125.png,2021-04-29,125,PNG,276,406
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img126.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img126.png,2021-04-29,126,PNG,276,406
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img128.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img128.png,2021-04-29,128,PNG,344,250
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img149.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img149.png,2021-04-29,149,PNG,346,410
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img150.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img150.png,2021-04-29,150,PNG,346,410
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img152.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img152.png,2021-04-29,152,PNG,410,358
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img154.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img154.png,2021-04-29,154,PNG,420,354
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img155.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img155.png,2021-04-29,155,PNG,236,548
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img167.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img167.png,2021-04-29,167,PNG,556,388
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img168.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img168.png,2021-04-29,168,PNG,556,388
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img169.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img169.png,2021-04-29,169,PNG,422,532
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img170.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img170.png,2021-04-29,170,PNG,422,532
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img173.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img173.png,2021-04-29,173,PNG,726,502
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img174.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img174.png,2021-04-29,174,PNG,726,502
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img175.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img175.png,2021-04-29,175,PNG,428,696
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img176.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img176.png,2021-04-29,176,PNG,428,696
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img177.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img177.png,2021-04-29,177,PNG,874,730
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img178.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img178.png,2021-04-29,178,PNG,874,730
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img179.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img179.png,2021-04-29,179,PNG,842,1470
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img180.png,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-04-29_guardian_e90212d523_img180.png,2021-04-29,180,PNG,842,1470
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-07-22_guardian_c8e1217973_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-07-22_guardian_c8e1217973_img01.jpg,2021-07-22,1,JPEG,465,217
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-07-22_guardian_c8e1217973_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2021-07-22_guardian_c8e1217973_img04.jpg,2021-07-22,4,JPEG,465,281
