action,reason,source_path,kept_path,date,image_index,format,width,height
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-03_guardian_6cdc8b0330_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-03_guardian_6cdc8b0330_img04.jpg,2014-03-03,4,JPEG,435,261
removed_from_dedup,exact_visual_duplicate,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-24_guardian_24abec159c_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-02-05_guardian_ccf1116696_img02.jpg,2014-03-24,2,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-25_guardian_5ce505ac96_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-25_guardian_5ce505ac96_img02.jpg,2014-03-25,2,JPEG,445,260
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-25_guardian_692273320f_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-25_guardian_692273320f_img02.jpg,2014-03-25,2,JPEG,445,332
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-31_guardian_5949682ecc_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-31_guardian_5949682ecc_img02.jpg,2014-03-31,2,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-31_guardian_5c5ed8615c_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-31_guardian_5c5ed8615c_img02.jpg,2014-03-31,2,JPEG,120,52
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-31_guardian_5c5ed8615c_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-03-31_guardian_5c5ed8615c_img03.jpg,2014-03-31,3,JPEG,120,59
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-04_guardian_53ce9e9cb4_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-04_guardian_53ce9e9cb4_img02.jpg,2014-04-04,2,JPEG,445,335
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-08_guardian_ae6298bebb_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-08_guardian_ae6298bebb_img02.jpg,2014-04-08,2,JPEG,445,403
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-11_guardian_4b66625d71_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-11_guardian_4b66625d71_img02.jpg,2014-04-11,2,JPEG,415,500
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-11_guardian_4b66625d71_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-11_guardian_4b66625d71_img03.jpg,2014-04-11,3,JPEG,445,260
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-12_guardian_e79bcc6309_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-12_guardian_e79bcc6309_img02.jpg,2014-04-12,2,JPEG,445,786
removed_from_dedup,exact_visual_duplicate,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-04-22_guardian_7e4887f47d_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2013-10-01_guardian_84abc54ecf_img04.jpg,2014-04-22,2,JPEG,445,243
removed_from_dedup,exact_visual_duplicate,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-05-06_guardian_7eeb5c382c_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2013-05-16_guardian_8df57908c2_img03.jpg,2014-05-06,2,JPEG,445,303
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-05-19_guardian_96170578fd_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-05-19_guardian_96170578fd_img02.jpg,2014-05-19,2,JPEG,445,262
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-06-11_guardian_a9c3972e62_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-06-11_guardian_a9c3972e62_img01.jpg,2014-06-11,1,JPEG,465,349
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-06-25_guardian_4f7949fd62_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-06-25_guardian_4f7949fd62_img02.jpg,2014-06-25,2,JPEG,445,334
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-14_guardian_a23d72ba97_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-14_guardian_a23d72ba97_img02.jpg,2014-07-14,2,JPEG,445,243
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-23_guardian_b435d05b79_img06.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-23_guardian_b435d05b79_img06.jpg,2014-07-23,6,JPEG,465,206
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-23_guardian_b435d05b79_img07.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-23_guardian_b435d05b79_img07.jpg,2014-07-23,7,JPEG,465,312
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-23_guardian_b435d05b79_img08.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-23_guardian_b435d05b79_img08.jpg,2014-07-23,8,JPEG,465,231
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-30_guardian_cb3f42ed4e_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-30_guardian_cb3f42ed4e_img02.jpg,2014-07-30,2,JPEG,445,295
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-30_guardian_cb3f42ed4e_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-07-30_guardian_cb3f42ed4e_img03.jpg,2014-07-30,3,JPEG,445,299
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-01_guardian_6bf64e3a19_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-01_guardian_6bf64e3a19_img02.jpg,2014-08-01,2,JPEG,445,151
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-01_guardian_6bf64e3a19_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-01_guardian_6bf64e3a19_img03.jpg,2014-08-01,3,JPEG,445,170
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-11_guardian_12a39019a4_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-11_guardian_12a39019a4_img02.jpg,2014-08-11,2,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-11_guardian_12a39019a4_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-11_guardian_12a39019a4_img03.jpg,2014-08-11,3,JPEG,445,304
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-12_guardian_a7c9791889_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-12_guardian_a7c9791889_img02.jpg,2014-08-12,2,JPEG,402,241
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img02.jpg,2014-08-14,2,JPEG,349,258
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img03.jpg,2014-08-14,3,JPEG,334,248
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img04.jpg,2014-08-14,4,JPEG,349,192
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img05.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img05.jpg,2014-08-14,5,JPEG,364,361
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img06.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-14_guardian_e928d0f275_img06.jpg,2014-08-14,6,JPEG,445,375
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-21_guardian_8b37de7e4a_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-21_guardian_8b37de7e4a_img02.jpg,2014-08-21,2,JPEG,445,394
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-25_guardian_82b62864f4_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-08-25_guardian_82b62864f4_img02.jpg,2014-08-25,2,JPEG,445,320
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-10_guardian_270ea745da_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-10_guardian_270ea745da_img03.jpg,2014-09-10,3,JPEG,465,216
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-10_guardian_270ea745da_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-10_guardian_270ea745da_img04.jpg,2014-09-10,4,JPEG,465,273
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-11_guardian_72db8986b9_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-11_guardian_72db8986b9_img01.jpg,2014-09-11,1,JPEG,465,279
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-15_guardian_b7b354f50a_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-15_guardian_b7b354f50a_img02.jpg,2014-09-15,2,JPEG,445,308
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-15_guardian_b7b354f50a_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-15_guardian_b7b354f50a_img03.jpg,2014-09-15,3,JPEG,445,357
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-23_guardian_e717c8e576_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-23_guardian_e717c8e576_img01.jpg,2014-09-23,1,JPEG,465,227
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-24_guardian_8c894a399e_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-24_guardian_8c894a399e_img02.jpg,2014-09-24,2,JPEG,445,301
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-24_guardian_8c894a399e_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-09-24_guardian_8c894a399e_img03.jpg,2014-09-24,3,JPEG,445,308
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-01_guardian_0c3e56c4f5_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-01_guardian_0c3e56c4f5_img04.jpg,2014-10-01,4,JPEG,445,418
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-08_guardian_7703c20e25_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-08_guardian_7703c20e25_img02.jpg,2014-10-08,2,JPEG,353,720
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-09_guardian_d236205e5a_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-09_guardian_d236205e5a_img03.jpg,2014-10-09,3,JPEG,445,521
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-29_guardian_3a61b560ca_img11.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-29_guardian_3a61b560ca_img11.jpg,2014-10-29,11,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img02.jpg,2014-10-31,2,JPEG,445,299
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img03.jpg,2014-10-31,3,JPEG,445,488
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img04.jpg,2014-10-31,4,JPEG,445,173
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img05.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img05.jpg,2014-10-31,5,JPEG,445,255
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img06.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img06.jpg,2014-10-31,6,JPEG,445,256
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img07.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-10-31_guardian_43f282196c_img07.jpg,2014-10-31,7,JPEG,445,319
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-11-10_guardian_4acbef978f_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-11-10_guardian_4acbef978f_img02.jpg,2014-11-10,2,JPEG,445,193
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-11-11_guardian_8ca97a7101_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-11-11_guardian_8ca97a7101_img02.jpg,2014-11-11,2,JPEG,445,307
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-11-12_guardian_be52368250_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-11-12_guardian_be52368250_img02.jpg,2014-11-12,2,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-03_guardian_2ead5069ab_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-03_guardian_2ead5069ab_img02.jpg,2014-12-03,2,JPEG,445,302
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-03_guardian_fb4cadb4d5_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-03_guardian_fb4cadb4d5_img02.jpg,2014-12-03,2,JPEG,445,314
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-09_guardian_e13e2c85ce_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-09_guardian_e13e2c85ce_img04.jpg,2014-12-09,4,JPEG,445,433
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img02.jpg,2014-12-10,2,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img03.jpg,2014-12-10,3,JPEG,445,309
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img04.jpg,2014-12-10,4,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img05.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img05.jpg,2014-12-10,5,JPEG,445,309
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img06.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img06.jpg,2014-12-10,6,JPEG,445,309
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img07.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-10_guardian_36ad0813f3_img07.jpg,2014-12-10,7,JPEG,445,412
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-14_guardian_ecd85e730b_img06.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-14_guardian_ecd85e730b_img06.jpg,2014-12-14,6,JPEG,445,760
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-14_guardian_ecd85e730b_img07.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-14_guardian_ecd85e730b_img07.jpg,2014-12-14,7,JPEG,315,720
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-17_guardian_90e9340492_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-17_guardian_90e9340492_img02.jpg,2014-12-17,2,JPEG,445,259
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-19_guardian_9becbbee78_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-19_guardian_9becbbee78_img02.jpg,2014-12-19,2,JPEG,445,267
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-24_guardian_b5934e4665_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2014-12-24_guardian_b5934e4665_img02.jpg,2014-12-24,2,JPEG,445,216
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-01-21_guardian_2d0fa50510_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-01-21_guardian_2d0fa50510_img02.jpg,2015-01-21,2,JPEG,445,216
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-01-26_guardian_4696c207f1_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-01-26_guardian_4696c207f1_img02.jpg,2015-01-26,2,JPEG,445,434
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-03-30_guardian_98462bd325_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-03-30_guardian_98462bd325_img01.jpg,2015-03-30,1,JPEG,465,274
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-04-23_guardian_7747a796e4_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-04-23_guardian_7747a796e4_img02.jpg,2015-04-23,2,JPEG,445,301
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-04-23_guardian_7747a796e4_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-04-23_guardian_7747a796e4_img03.jpg,2015-04-23,3,JPEG,445,299
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-04-30_guardian_9a93e0ede1_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-04-30_guardian_9a93e0ede1_img02.jpg,2015-04-30,2,JPEG,445,337
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-01_guardian_13e40e6aa3_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-01_guardian_13e40e6aa3_img02.jpg,2015-05-01,2,JPEG,445,313
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-03_guardian_0fcb68c029_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-03_guardian_0fcb68c029_img02.jpg,2015-05-03,2,JPEG,120,564
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-09_guardian_e1a7730f78_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-09_guardian_e1a7730f78_img02.jpg,2015-05-09,2,JPEG,445,312
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-27_guardian_222c0a6b5f_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-27_guardian_222c0a6b5f_img02.jpg,2015-05-27,2,JPEG,445,357
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-27_guardian_222c0a6b5f_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-05-27_guardian_222c0a6b5f_img03.jpg,2015-05-27,3,JPEG,445,308
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-06-03_guardian_fad55899b6_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-06-03_guardian_fad55899b6_img02.jpg,2015-06-03,2,JPEG,445,159
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-06-04_guardian_4b0e33ba0e_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-06-04_guardian_4b0e33ba0e_img01.jpg,2015-06-04,1,JPEG,465,279
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-07-02_guardian_edfc9daf4d_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-07-02_guardian_edfc9daf4d_img02.jpg,2015-07-02,2,JPEG,382,660
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-07-20_guardian_1334713929_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-07-20_guardian_1334713929_img03.jpg,2015-07-20,3,JPEG,445,616
kept,,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-07-27_guardian_c734c78579_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz\guardian_2015-07-27_guardian_c734c78579_img02.jpg,2015-07-27,2,JPEG,445,240
