article_id,newspaper,ipcc_window,search_term,article_title,article_url,published_date,image_index,image_url,local_image_path,caption,credit
guardian_e638f4beb5,The Guardian,2020,"""sea level rise""","Murray-Darling lower lakes were largely fresh before European settlement, CSIRO review finds",https://www.theguardian.com/australia-news/2020/may/12/murray-darling-lower-lakes-were-largely-fresh-before-european-settlement-csiro-review-finds,2020-05-12,1,https://i.guim.co.uk/img/media/97b15aea329e2143745bdf6cfe286d292d4d13d6/0_0_770_743/master/770.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2020-05-12_guardian_e638f4beb5_img01.jpg,A map of the barrages from the scientists’ report. Illustration: Murray-Darling Basin Authority,
guardian_06fffae5ff,The Guardian,2020,"""1.5C""",Industrial emissions set to rise for another decade despite Coalition's pledge to cut carbon pollution,https://www.theguardian.com/australia-news/2020/oct/28/industrial-emissions-set-to-rise-for-another-decade-despite-coalitions-pledge-to-cut-carbon-pollution,2020-10-27,1,https://i.guim.co.uk/img/uploads/2020/10/27/Picture_1959.png?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2020-10-27_guardian_06fffae5ff_img01.png,RepuTex analysis of government data showing the projected decline in electricity emissions and rise in industrial emissions.,
guardian_06fffae5ff,The Guardian,2020,"""1.5C""",Industrial emissions set to rise for another decade despite Coalition's pledge to cut carbon pollution,https://www.theguardian.com/australia-news/2020/oct/28/industrial-emissions-set-to-rise-for-another-decade-despite-coalitions-pledge-to-cut-carbon-pollution,2020-10-27,2,https://i.guim.co.uk/img/uploads/2020/10/27/Picture_1960.png?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2020-10-27_guardian_06fffae5ff_img02.png,The sources of Australia’s industrial emissions.,
guardian_ec3e7c5877,The Guardian,2020,"""1.5C""","Rising levels of carbon dioxide increasing extreme weather events in Australia, report finds",https://www.theguardian.com/science/2020/nov/13/rising-levels-of-carbon-dioxide-increasing-extreme-weather-events-in-australia-report-finds,2020-11-12,1,https://i.guim.co.uk/img/media/6103471f75beb40ec2fa9e9bd1ab799814480016/0_41_1537_922/master/1537.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2020-11-12_guardian_ec3e7c5877_img01.jpg,,
guardian_e3d7484e53,The Guardian,2020,"""net zero""",Green giants: the massive projects that could make Australia a clean energy superpower,https://www.theguardian.com/environment/2020/nov/14/green-giants-the-massive-projects-that-could-make-australia-a-clean-energy-superpower,2020-11-13,1,https://i.guim.co.uk/img/media/d8f9360c8dc7e91a6476cc111aa34b7404576d36/121_139_2079_1377/master/2079.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2020-11-13_guardian_e3d7484e53_img01.jpg,A map of the proposal to construct a 2.2GW windfarm in Bass Strait off Port Albert and Mcloughlins Beach in South Gippsland.,
guardian_c2e17c410a,The Guardian,2020,"""climate change""",The Paris agreement five years on: is it strong enough to avert climate catastrophe?,https://www.theguardian.com/environment/2020/dec/08/the-paris-agreement-five-years-on-is-it-strong-enough-to-avert-climate-catastrophe,2020-12-08,1,https://i.guim.co.uk/img/media/cc4143d2be0b5c795e6846e274cac34b042d198e/0_0_4000_2402/master/4000.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2020-12-08_guardian_c2e17c410a_img01.jpg,US president-elect Joe Biden has appointed John Kerry as his special presidential envoy for climate. Illustration: Guardian Design,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,1,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_0_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img01.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,2,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_0_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img02.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,3,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_1_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img03.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,4,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_1_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img04.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,5,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_2_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img05.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,6,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_2_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img06.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,7,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_3_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img07.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,8,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_3_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img08.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,9,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_4_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img09.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,10,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_4_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img10.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,11,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_5_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img11.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,12,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_5_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img12.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,13,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_6_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img13.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,14,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_6_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img14.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,15,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_7_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img15.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,16,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_7_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img16.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,17,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_8_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img17.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,18,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_8_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img18.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,19,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_9_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img19.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,20,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_9_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img20.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,21,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_10_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img21.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,22,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_10_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img22.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,23,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_11_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img23.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,24,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_11_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img24.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,25,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_12_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img25.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,26,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_12_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img26.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,27,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_13_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img27.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,28,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_13_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img28.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,29,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_14_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img29.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,30,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_14_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img30.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,31,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_15_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img31.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,32,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_15_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img32.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,33,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_16_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img33.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,34,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_16_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img34.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,35,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_17_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img35.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,36,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_17_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img36.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,37,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_18_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img37.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,38,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_18_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img38.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,39,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_19_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img39.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,40,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_19_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img40.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,41,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_20_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img41.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,42,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_20_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img42.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,43,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_21_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img43.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,44,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_21_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img44.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,45,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_22_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img45.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,46,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_22_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img46.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,47,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_23_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img47.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,48,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_23_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img48.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,49,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_24_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img49.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,50,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_24_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img50.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,51,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_25_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img51.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,52,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_25_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img52.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,53,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_26_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img53.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,54,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_26_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img54.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,55,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_27_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img55.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,56,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_27_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img56.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,57,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_28_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img57.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,58,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_28_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img58.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,59,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_29_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img59.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,60,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_29_now-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img60.png,,
guardian_e90212d523,The Guardian,2021,"""sea level rise""",Visualised: glaciers then and now,https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then,2021-04-29,61,https://interactive.guim.co.uk/atoms/2021/04/interactive-glacier-gallery/assets/v/1619617450473/glacier_30_then-fs8.png,../Scripts/output/guardian/guardian_images/guardian_2021-04-29_guardian_e90212d523_img61.png,,
