article_id,newspaper,year_window,search_term,article_title,article_url,published_date,updated_date,image_index,image_url,local_image_path,caption,credit
guardian_a8c7c6ebfe,The Guardian,2013,"""sea level rise""",How Olympic spirit can turn around the prospects of global warming,https://www.theguardian.com/environment/blog/2013/jan/02/olympics-2012-global-warming,2013-01-02,2021-08-25,1,https://i.guim.co.uk/img/static/sys-images/Environment/Pix/columnists/2013/1/2/1357132360079/100-months-to-save-the-cl-009.jpg?width=465&dpr=1&s=none&crop=none,,'There are several seemingly unbelievable things about 2012 that are harder to come to terms with.' Photograph: Kevin Schmidt/Corbis,
guardian_8e43057087,The Guardian,2013,"""global temperature""","Hottest on record: 2012 was America's warmest ever year, scientists say",https://www.theguardian.com/environment/2013/jan/08/hottest-on-record-2012-america,2013-01-08,2021-08-25,1,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/audio/video/2013/1/8/1357678081263/Midwest-drought-010.jpg?width=465&dpr=1&s=none&crop=none,,"A dock extends into a dry cove at Morse Reservoir in Noblesville, Indiana. The extreme heat burned through the corn fields of the midwest. Photograph: Michael Conroy/AP",
guardian_8e43057087,The Guardian,2013,"""global temperature""","Hottest on record: 2012 was America's warmest ever year, scientists say",https://www.theguardian.com/environment/2013/jan/08/hottest-on-record-2012-america,2013-01-08,2021-08-25,2,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/audio/video/2013/1/8/1357678195969/Record-temperatures-US-001.jpg?width=445&dpr=1&s=none&crop=none,,"Record temperatures, US. Photograph: NOAA/NCDC",
guardian_aa1f3006a3,The Guardian,2013,"""global temperature""",Wildfires: an astonishing photograph of survivors in an age of catastrophe,https://www.theguardian.com/commentisfree/2013/jan/09/australian-wildfires-astonishing-photograph,2013-01-09,2021-08-25,1,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/1/9/1357755438736/Tim-Holmes-010.jpg?width=465&dpr=1&s=none&crop=none,,Tim Holmes (not pictured) and his wife Tammy (second from left) huddled under a jetty for three hours with their grandchildren while their hometown in Tasmania was destroyed by wildfires. Photograph: Tim Holmes/AP,
guardian_b7866bb156,The Guardian,2013,"""global temperature""",Global warming: has the rise in temperatures 'paused'? – as it happened,https://www.theguardian.com/environment/blog/2013/jan/09/global-warming-met-office-paused,2013-01-10,2022-05-24,1,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/1/9/1357729984401/-570.png?width=465&dpr=1&s=none&crop=none,,"Met Office's global annual temperature decadal forecast. Published December, 2011 Photograph: Met Office Photograph: /Met Office",
guardian_b7866bb156,The Guardian,2013,"""global temperature""",Global warming: has the rise in temperatures 'paused'? – as it happened,https://www.theguardian.com/environment/blog/2013/jan/09/global-warming-met-office-paused,2013-01-10,2022-05-24,2,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/1/9/1357730124210/-570.png?width=465&dpr=1&s=none&crop=none,,"Met Office's global annual temperature decadal forecast, December 2012 Photograph: Met Office Photograph: /Met Office",
guardian_d6f881d414,The Guardian,2013,"""sea level rise""","Climate change set to make America hotter, drier and more disaster-prone",https://www.theguardian.com/environment/2013/jan/11/climate-change-america-hotter-drier-disaster,2013-01-11,2021-08-25,1,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2012/10/15/1350321893705/Drought-withered-corn-sta-008.jpg?width=465&dpr=1&s=none&crop=none,,The report says steps taken by Obama to reduce emissions are 'not close to sufficient' to prevent the most severe consequences of climate change. Photo: Saul Loeb/AFP,
guardian_d6f881d414,The Guardian,2013,"""sea level rise""","Climate change set to make America hotter, drier and more disaster-prone",https://www.theguardian.com/environment/2013/jan/11/climate-change-america-hotter-drier-disaster,2013-01-11,2021-08-25,2,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2011/7/22/1311357213077/Heatwave-in-New-York-007.jpg?width=445&dpr=1&s=none&crop=none,,"A heatwave swept across the US in 2011, with temperatures reaching over 110F (43C). Photograph: Timothy A Clary/AFP",
guardian_d6f881d414,The Guardian,2013,"""sea level rise""","Climate change set to make America hotter, drier and more disaster-prone",https://www.theguardian.com/environment/2013/jan/11/climate-change-america-hotter-drier-disaster,2013-01-11,2021-08-25,3,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/audio/video/2011/11/9/1320859466966/Alaska-storm-007.jpg?width=445&dpr=1&s=none&crop=none,,This 8 November 2011 image shows a storm bearing down on Alaska. Photograph: Ho/AFP/Getty Images,
guardian_d6f881d414,The Guardian,2013,"""sea level rise""","Climate change set to make America hotter, drier and more disaster-prone",https://www.theguardian.com/environment/2013/jan/11/climate-change-america-hotter-drier-disaster,2013-01-11,2021-08-25,4,https://i.guim.co.uk/img/static/sys-images/Guardian/About/General/2011/5/3/1304417717598/A-flooded-farm-along-the--007.jpg?width=445&dpr=1&s=none&crop=none,,"A flooded farm along the Mississippi River is seen in Cairo, Illinois. Photograph: Stephen Lance Dennee/AP",
