article_id,newspaper,search_term,article_url,published_date,image_index,image_url,local_image_path,caption,credit
business-58641394,BBC News,"""carbon dioxide""",https://www.bbc.co.uk/news/business-58641394,,1,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/4438/production/_120646471_co2_production-nc.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_business-58641394_img01.png,,
business-58867911,BBC News,"""carbon dioxide""",https://www.bbc.co.uk/news/business-58867911,,1,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/D0E0/production/_121027435_co2_inf640-2x-nc.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_business-58867911_img01.png,,
c04gqez4lkyo,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/c04gqez4lkyo,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/f02d/live/a8cfc080-4c44-11f0-a466-d54f65b60deb.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c04gqez4lkyo_img01.png,,
c04gqez4lkyo,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/c04gqez4lkyo,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/8c6c/live/f9295fc0-0fde-11f0-ba12-8d27eb561761.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c04gqez4lkyo_img02.png,,
c0m9yez3780o,BBC News,temperature,https://www.bbc.co.uk/news/articles/c0m9yez3780o,,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/8fd2/live/51bcfe60-24e0-11f0-8f57-b7237f6a66e6.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c0m9yez3780o_img01.jpg,,
c1j2gd8yr6go,BBC News,"""sea level""",https://www.bbc.co.uk/news/articles/c1j2gd8yr6go,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/86af/live/6a83c5b0-486a-11f1-b55d-0f258dce1735.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c1j2gd8yr6go_img01.png,,
c2k1103vljqo,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/c2k1103vljqo,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/db78/live/b4a88aa0-55a3-11f0-9074-8989d8c97d87.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c2k1103vljqo_img01.png,,
c30dn5dn53jo,BBC News,"""carbon dioxide""",https://www.bbc.co.uk/news/articles/c30dn5dn53jo,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/96b2/live/ceed61f0-d43a-11ef-9fd6-0be88a764111.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c30dn5dn53jo_img01.png,,
c30dn5dn53jo,BBC News,"""carbon dioxide""",https://www.bbc.co.uk/news/articles/c30dn5dn53jo,,3,https://ichef.bbci.co.uk/ace/standard/1600/cpsprodpb/011f/live/0ed486c0-d4ab-11ef-9fd6-0be88a764111.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c30dn5dn53jo_img03.png,,
c3d09xp1ye2o,BBC News,emissions,https://www.bbc.co.uk/news/articles/c3d09xp1ye2o,,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/7919/live/84d1c960-de91-11ef-bd1b-d536627785f2.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c3d09xp1ye2o_img01.png,,
c5y5p9rzd4ko,BBC News,temperature,https://www.bbc.co.uk/news/articles/c5y5p9rzd4ko,,2,https://ichef.bbci.co.uk/ace/standard/1600/cpsprodpb/e2b3/live/15a8ef90-f09d-11f0-b385-5f48925de19a.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c5y5p9rzd4ko_img02.png,,
c7533y6l3k0o,BBC News,temperature,https://www.bbc.co.uk/news/articles/c7533y6l3k0o,,1,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/5670/live/9109dbd0-3663-11f0-8947-7d6241f9fce9.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c7533y6l3k0o_img01.jpg,,
c7533y6l3k0o,BBC News,temperature,https://www.bbc.co.uk/news/articles/c7533y6l3k0o,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/0427/live/65aa7ee0-3663-11f0-8519-3b5a01ebe413.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c7533y6l3k0o_img02.png,,
c7533y6l3k0o,BBC News,temperature,https://www.bbc.co.uk/news/articles/c7533y6l3k0o,,3,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/4645/live/3f67b390-365b-11f0-8947-7d6241f9fce9.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c7533y6l3k0o_img03.jpg,,
c79q8y84exdo,BBC News,temperature,https://www.bbc.co.uk/news/articles/c79q8y84exdo,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/89d2/live/de2709f0-527f-11f0-a2ff-17a82c2e8bc4.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c79q8y84exdo_img01.jpg,,
c7vlj8717jgo,BBC News,"""sea level""",https://www.bbc.co.uk/news/articles/c7vlj8717jgo,,1,https://ichef.bbci.co.uk/ace/standard/880/cpsprodpb/724a/live/5687b850-7d31-11f0-b6c9-e1728577c12d.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c7vlj8717jgo_img01.jpg,"Image caption, Samples taken at Llandudno's West Shore found unsafe levels of bacteria",
c8d6jmmdq5go,BBC News,temperature,https://www.bbc.co.uk/news/articles/c8d6jmmdq5go,,1,https://ichef.bbci.co.uk/ace/standard/3840/cpsprodpb/86ab/live/4e4dd230-4c46-11f0-a466-d54f65b60deb.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c8d6jmmdq5go_img01.jpg,,
c8rxlygvnx6o,BBC News,emissions,https://www.bbc.co.uk/news/articles/c8rxlygvnx6o,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/ed95/live/0d127920-5a51-11ef-997c-711b7066309d.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c8rxlygvnx6o_img01.png,,
c8rxlygvnx6o,BBC News,emissions,https://www.bbc.co.uk/news/articles/c8rxlygvnx6o,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/0b75/live/2cce67b0-5a51-11ef-997c-711b7066309d.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c8rxlygvnx6o_img02.png,,
c994v5dy3p0o,BBC News,emissions,https://www.bbc.co.uk/news/articles/c994v5dy3p0o,,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/adcb/live/3e52cb70-4cf4-11f0-8c47-237c2e4015f5.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c994v5dy3p0o_img01.png,,
c9w15nggj58o,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/c9w15nggj58o,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/ed19/live/23e1d380-f069-11f0-b5f7-49f0357294ff.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c9w15nggj58o_img01.png,,
c9w15nggj58o,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/c9w15nggj58o,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/0de1/live/676db750-d43a-11ef-87df-d575b9a434a4.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c9w15nggj58o_img02.png,,
c9w15nggj58o,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/c9w15nggj58o,,3,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/f758/live/9860a180-f151-11f0-b5f7-49f0357294ff.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c9w15nggj58o_img03.png,,
c9w15nggj58o,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/c9w15nggj58o,,4,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/943c/live/8e4e7c40-5105-11f0-a466-d54f65b60deb.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_c9w15nggj58o_img04.png,,
ce379k4v3pwo,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/ce379k4v3pwo,,1,https://ichef.bbci.co.uk/ace/standard/1600/cpsprodpb/cebe/live/82f5e790-dc9b-11ef-a37f-eba91255dc3d.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_ce379k4v3pwo_img01.png,,
ce83pd2j1yyo,BBC News,temperature,https://www.bbc.co.uk/news/articles/ce83pd2j1yyo,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/83f3/live/0ec33980-8011-11f0-83c9-e1191d1c16a3.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_ce83pd2j1yyo_img01.png,"Image caption, Dr Wilson said marine heatwaves could become permanent at the end of the century",
cevk9v0nwkdo,BBC News,emissions,https://www.bbc.co.uk/news/articles/cevk9v0nwkdo,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/7cc0/live/9c96dc40-2777-11f1-934f-036468834728.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cevk9v0nwkdo_img01.jpg,"Image caption, Satellite image of Nitrogen Dioxide (NO2) from Satellite Applications Catapult",
cg5z78nyglpo,BBC News,temperature,https://www.bbc.co.uk/news/articles/cg5z78nyglpo,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/17d0/live/5fceb130-4eaf-11f0-8c47-237c2e4015f5.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cg5z78nyglpo_img01.jpg,,
cg5z78nyglpo,BBC News,temperature,https://www.bbc.co.uk/news/articles/cg5z78nyglpo,,2,https://ichef.bbci.co.uk/ace/standard/3840/cpsprodpb/9e26/live/ac658ce0-4e72-11f0-a466-d54f65b60deb.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cg5z78nyglpo_img02.jpg,,
cg5z78nyglpo,BBC News,temperature,https://www.bbc.co.uk/news/articles/cg5z78nyglpo,,3,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/ed47/live/f3fb0380-4da2-11f0-86d5-3b52b53af158.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cg5z78nyglpo_img03.png,,
cge03ylr9n0o,BBC News,"""sea level""",https://www.bbc.co.uk/news/articles/cge03ylr9n0o,,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/7ce0/live/4e114a30-44a3-11f1-ac78-2112837ce2aa.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cge03ylr9n0o_img01.jpg,"Image caption, National parks are protected landscapes that are funded by the government",
cj6yp0j7znxo,BBC News,temperature,https://www.bbc.co.uk/news/articles/cj6yp0j7znxo,,1,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/6716/live/3ad24610-80cf-11f0-ab3e-bd52082cd0ae.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cj6yp0j7znxo_img01.jpg,"Image caption, Former hurricane Erin helped to push warm, tropical wind towards the UK - but its remnants are now set to bring in cooler, wetter and windier conditions",
cjwl257009zo,BBC News,"""greenhouse gas""",https://www.bbc.co.uk/news/articles/cjwl257009zo,,1,https://ichef.bbci.co.uk/ace/standard/3840/cpsprodpb/b5af/live/5a968180-bb9c-11ef-acfc-7396dc948a8a.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cjwl257009zo_img01.jpg,"Image caption, Levidian is using the carbon from captured methane to improve the performance and environmental impact of tyres, among other things",
cjwl257009zo,BBC News,"""greenhouse gas""",https://www.bbc.co.uk/news/articles/cjwl257009zo,,2,https://ichef.bbci.co.uk/ace/standard/3840/cpsprodpb/b157/live/fcfb4540-bb9d-11ef-acfc-7396dc948a8a.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cjwl257009zo_img02.jpg,"Image caption, The Loop system splits the methane molecules in this metal ""balloon"" and captures hydrogen for fuel and carbon in the form of graphene",
cjwl257009zo,BBC News,"""greenhouse gas""",https://www.bbc.co.uk/news/articles/cjwl257009zo,,3,https://ichef.bbci.co.uk/ace/standard/3840/cpsprodpb/7cc8/live/3ff36fa0-bc87-11ef-aa02-e39a307484ab.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cjwl257009zo_img03.jpg,"Image caption, As Levidian's director of commercial development, Ellie Galanis is working on ways to use the graphene the company harvests",
cjwl257009zo,BBC News,"""greenhouse gas""",https://www.bbc.co.uk/news/articles/cjwl257009zo,,4,https://ichef.bbci.co.uk/ace/standard/3840/cpsprodpb/3330/live/b5a77cb0-bbd7-11ef-b828-bffd45a20b06.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cjwl257009zo_img04.jpg,"Image caption, Levidian's Alistair Donaldson says the Loop system can produce the volume of high-quality graphene needed for mass manufacturing",
clyrrx7pnedt,BBC News,temperature,https://www.bbc.co.uk/news/live/clyrrx7pnedt,,1,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/vivo/live/images/2025/8/12/34639ce0-dd01-45bc-b802-5ff57d707a38.png.webp,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_clyrrx7pnedt_img01.webp,,
clyz1mn045vo,BBC News,temperature,https://www.bbc.co.uk/news/articles/clyz1mn045vo,,1,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/b7a9/live/cecc3740-4b8c-11f0-8c47-237c2e4015f5.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_clyz1mn045vo_img01.png,,
clyzy5488qqo,BBC News,temperature,https://www.bbc.co.uk/news/articles/clyzy5488qqo,,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/7bf8/live/638174b0-e578-11f0-b67b-690eb873de1b.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_clyzy5488qqo_img01.png,,
cn0zdd7yl4vo,BBC News,"""greenhouse gas""",https://www.bbc.co.uk/news/articles/cn0zdd7yl4vo,,1,https://ichef.bbci.co.uk/ace/standard/794/cpsprodpb/03c0/live/4ba3c4c0-08db-11f1-b5e2-dd58fc65f0f6.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cn0zdd7yl4vo_img01.png,,
cn938ze4yyeo,BBC News,"""global warming""",https://www.bbc.co.uk/news/articles/cn938ze4yyeo,,1,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/e53f/live/aa2f36e0-dfcf-11ef-a819-277e390a7a08.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cn938ze4yyeo_img01.png,,
cn938ze4yyeo,BBC News,"""global warming""",https://www.bbc.co.uk/news/articles/cn938ze4yyeo,,2,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/7800/live/b1e3b7d0-dfcf-11ef-a819-277e390a7a08.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cn938ze4yyeo_img02.png,,
cn938ze4yyeo,BBC News,"""global warming""",https://www.bbc.co.uk/news/articles/cn938ze4yyeo,,3,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/7dbb/live/ba8d2010-dfcf-11ef-bd1b-d536627785f2.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cn938ze4yyeo_img03.jpg,,
cn938ze4yyeo,BBC News,"""global warming""",https://www.bbc.co.uk/news/articles/cn938ze4yyeo,,4,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/3804/live/bfe820a0-dfcf-11ef-a819-277e390a7a08.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cn938ze4yyeo_img04.png,,
cp8ned4xnewo,BBC News,"""carbon dioxide""",https://www.bbc.co.uk/news/articles/cp8ned4xnewo,,1,https://ichef.bbci.co.uk/ace/standard/3840/cpsprodpb/09d7/live/d9b86680-559a-11ef-9b2c-85cc6682dfd2.jpg,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cp8ned4xnewo_img01.jpg,"Image caption, Further public consultations are planned over the planned corridors",
cq57vxjvdy4o,BBC News,"""climate change""",https://www.bbc.co.uk/news/articles/cq57vxjvdy4o,,1,https://ichef.bbci.co.uk/ace/standard/1600/cpsprodpb/cf4d/live/5321ef90-4217-11f1-bd52-e755d604ece4.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cq57vxjvdy4o_img01.png,,
cqx2dqjw31go,BBC News,temperature,https://www.bbc.co.uk/news/articles/cqx2dqjw31go,,1,https://ichef.bbci.co.uk/ace/standard/663/cpsprodpb/966c/live/03e2b970-5e45-11f0-960d-e9f1088a89fe.png,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cqx2dqjw31go_img01.png,"Image caption, Alerts have also been issued in other parts of the country",
cvg8v98n1vgt,BBC News,temperature,https://www.bbc.co.uk/news/live/cvg8v98n1vgt,,1,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/vivo/live/images/2025/7/11/3044ad6e-a391-489a-af38-392c6dc0dcbc.png.webp,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cvg8v98n1vgt_img01.webp,,
cvg8v98n1vgt,BBC News,temperature,https://www.bbc.co.uk/news/live/cvg8v98n1vgt,,2,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/vivo/live/images/2025/7/11/fc4b9bcf-643d-4cf9-8f7c-4fd022bdf376.png.webp,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cvg8v98n1vgt_img02.webp,,
cvg8v98n1vgt,BBC News,temperature,https://www.bbc.co.uk/news/live/cvg8v98n1vgt,,3,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/vivo/live/images/2025/7/12/737065dd-9e72-4c97-97f3-86124f435b27.jpg.webp,D:\FR\IGD\IPCC internship\Scripts\output\bbc\images\bbc_undated_cvg8v98n1vgt_img03.webp,,
