article_id,newspaper,year_window,search_term,article_title,article_url,published_date,updated_date,image_index,image_url,local_image_path,caption,credit,positive_chart_signal_count,positive_chart_signals,negative_photo_signal_count,negative_photo_signals,review_priority,auto_review_label,dedup_image_path,metadata_source_csv
c1dpnxnvv2go,BBC News,2024,"""1.5C""",2024 'virtually certain' to be world's warmest year on record,https://www.bbc.co.uk/news/articles/c1dpnxnvv2go,2024-11-07,,3,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/154d/live/56f297a0-9c5f-11ef-9260-19e6a950e830.png,../Scripts/output/bbc/bbc_images/bbc_2024-11-07_c1dpnxnvv2go_img03.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2024-11-07_c1dpnxnvv2go_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cd7575x8yq5o,BBC News,2025,"""1.5C""",World's hottest year: 2024 first to pass 1.5C warming limit,https://www.bbc.co.uk/news/articles/cd7575x8yq5o,2025-01-10,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/6de2/live/cffe1510-ce9c-11ef-9fd6-0be88a764111.png,../Scripts/output/bbc/bbc_images/bbc_2025-01-10_cd7575x8yq5o_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-01-10_cd7575x8yq5o_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cd7575x8yq5o,BBC News,2025,"""1.5C""",World's hottest year: 2024 first to pass 1.5C warming limit,https://www.bbc.co.uk/news/articles/cd7575x8yq5o,2025-01-10,,3,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/f3b2/live/4b41cf90-cea3-11ef-87df-d575b9a434a4.jpg,../Scripts/output/bbc/bbc_images/bbc_2025-01-10_cd7575x8yq5o_img03.jpg,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-01-10_cd7575x8yq5o_img03.jpg,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cd7575x8yq5o,BBC News,2025,"""1.5C""",World's hottest year: 2024 first to pass 1.5C warming limit,https://www.bbc.co.uk/news/articles/cd7575x8yq5o,2025-01-10,,4,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/3876/live/7fd3d0b0-ce9d-11ef-87df-d575b9a434a4.jpg,../Scripts/output/bbc/bbc_images/bbc_2025-01-10_cd7575x8yq5o_img04.jpg,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-01-10_cd7575x8yq5o_img04.jpg,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
c30dn5dn53jo,BBC News,2025,"""1.5C""",Planet-warming carbon dioxide levels rose more than ever in 2024,https://www.bbc.co.uk/news/articles/c30dn5dn53jo,2025-01-17,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/96b2/live/ceed61f0-d43a-11ef-9fd6-0be88a764111.png,../Scripts/output/bbc/bbc_images/bbc_2025-01-17_c30dn5dn53jo_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-01-17_c30dn5dn53jo_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cly3pnjyzp4o,BBC News,2025,"""net zero""","Net Zero by 2050 'impossible' for UK, says Kemi Badenoch",https://www.bbc.co.uk/news/articles/cly3pnjyzp4o,2025-03-17,2025-03-18,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/0f33/live/a2f5db00-040e-11f0-97d3-37df2b293ed1.png,../Scripts/output/bbc/bbc_images/bbc_2025-03-17_cly3pnjyzp4o_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-03-17_cly3pnjyzp4o_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cj93e40znl3o,BBC News,2025,"""1.5C""","Coastlines in danger even if climate target met, scientists warn",https://www.bbc.co.uk/news/articles/cj93e40znl3o,2025-05-20,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/2e94/live/5a564310-34d0-11f0-8519-3b5a01ebe413.png,../Scripts/output/bbc/bbc_images/bbc_2025-05-20_cj93e40znl3o_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-05-20_cj93e40znl3o_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
c5yl5v4elgno,BBC News,2025,"""1.5C""",Britain is getting hotter â but are air conditioners the answer?,https://www.bbc.co.uk/news/articles/c5yl5v4elgno,2025-08-31,,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/ccf6/live/ef904ed0-85a7-11f0-84c8-99de564f0440.jpg,../Scripts/output/bbc/bbc_images/bbc_2025-08-31_c5yl5v4elgno_img02.jpg,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-08-31_c5yl5v4elgno_img02.jpg,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
c5yl5v4elgno,BBC News,2025,"""1.5C""",Britain is getting hotter â but are air conditioners the answer?,https://www.bbc.co.uk/news/articles/c5yl5v4elgno,2025-08-31,,3,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/db78/live/b4a88aa0-55a3-11f0-9074-8989d8c97d87.png,../Scripts/output/bbc/bbc_images/bbc_2025-08-31_c5yl5v4elgno_img03.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-08-31_c5yl5v4elgno_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
ce32ezzq6zlo,BBC News,2025,"""1.5C""",Before and after images show glaciers vanishing before our eyes,https://www.bbc.co.uk/news/articles/ce32ezzq6zlo,2025-10-05,,2,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/847d/live/45081dc0-9fa7-11f0-b741-177e3e2c2fc7.jpg,../Scripts/output/bbc/bbc_images/bbc_2025-10-05_ce32ezzq6zlo_img02.jpg,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-10-05_ce32ezzq6zlo_img02.jpg,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
c04gqez4lkyo,BBC News,2025,"""climate change""",What was agreed on climate change at COP30 in Brazil?,https://www.bbc.co.uk/news/articles/c04gqez4lkyo,2025-10-30,2025-11-22,4,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/f02d/live/a8cfc080-4c44-11f0-a466-d54f65b60deb.png,../Scripts/output/bbc/bbc_images/bbc_2025-10-30_c04gqez4lkyo_img04.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-10-30_c04gqez4lkyo_img04.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
c30v97m59dyo,BBC News,2025,"""net zero""",Scottish government reveals plan to reach net zero targets by 2045,https://www.bbc.co.uk/news/articles/c30v97m59dyo,2025-11-06,,3,https://ichef.bbci.co.uk/ace/standard/1600/cpsprodpb/6d4a/live/8e4519d0-bb26-11f0-aa13-0b0479f6f42a.png,../Scripts/output/bbc/bbc_images/bbc_2025-11-06_c30v97m59dyo_img03.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-11-06_c30v97m59dyo_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cwy1wjj0rxdt,BBC News,2025,"""climate change""",Starmer warns 'consensus is gone' on fighting climate change as leaders gather at COP30,https://www.bbc.co.uk/news/live/cwy1wjj0rxdt,2025-11-06,,2,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/vivo/live/images/2025/11/6/3ac9ccfd-ff43-4854-8f70-2eaa2a2e931c.png.webp,../Scripts/output/bbc/bbc_images/bbc_2025-11-06_cwy1wjj0rxdt_img02.webp,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-11-06_cwy1wjj0rxdt_img02.webp,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cwy1wjj0rxdt,BBC News,2025,"""climate change""",Starmer warns 'consensus is gone' on fighting climate change as leaders gather at COP30,https://www.bbc.co.uk/news/live/cwy1wjj0rxdt,2025-11-06,,3,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/vivo/live/images/2025/11/6/244e643e-36be-4864-bb9f-657913b4b851.png.webp,../Scripts/output/bbc/bbc_images/bbc_2025-11-06_cwy1wjj0rxdt_img03.webp,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-11-06_cwy1wjj0rxdt_img03.webp,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cwy1wjj0rxdt,BBC News,2025,"""climate change""",Starmer warns 'consensus is gone' on fighting climate change as leaders gather at COP30,https://www.bbc.co.uk/news/live/cwy1wjj0rxdt,2025-11-06,,9,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/vivo/live/images/2025/11/4/f239071e-f921-466d-9889-2808f03ef0f6.png.webp,../Scripts/output/bbc/bbc_images/bbc_2025-11-06_cwy1wjj0rxdt_img09.webp,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-11-06_cwy1wjj0rxdt_img09.webp,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cwy1wjj0rxdt,BBC News,2025,"""climate change""",Starmer warns 'consensus is gone' on fighting climate change as leaders gather at COP30,https://www.bbc.co.uk/news/live/cwy1wjj0rxdt,2025-11-06,,10,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/vivo/live/images/2025/11/6/a614d6c9-b82a-4333-a8f9-5718bd19a5b3.png.webp,../Scripts/output/bbc/bbc_images/bbc_2025-11-06_cwy1wjj0rxdt_img10.webp,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-11-06_cwy1wjj0rxdt_img10.webp,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cgr10jj8xg2o,BBC News,2025,"""carbon budget""","Humber carbon-capture plan 'a game-changer', villagers told",https://www.bbc.co.uk/news/articles/cgr10jj8xg2o,2025-11-25,,3,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/2736/live/985f2550-c959-11f0-b163-d7d455ce68d3.jpg,../Scripts/output/bbc/bbc_images/bbc_2025-11-25_cgr10jj8xg2o_img03.jpg,"Image caption, A map of the proposed carbon capture pipeline route along the Humber estuary",,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2025-11-25_cgr10jj8xg2o_img03.jpg,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
